"Jurisdiction","Precinct","Race","Candidate","Votes"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","61"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","30"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","41"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","61"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","61"
"Washoe","SPARKS 7306","President and Vice President of the United States","TRUMP, DONALD J.","24"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","60"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department  7","WALKER, EGAN K.","60"
"Washoe","SPARKS 7308","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","14"
"Washoe","SPARKS 7308","U.S. Representative in Congress, District 2","Amodei, Mark E.","11"
"Washoe","SPARKS 7308","State Assembly, District 30","Anderson, Natha C.","16"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","17"
"Washoe","SPARKS 7308","President and Vice President of the United States","BIDEN, JOSEPH R.","15"
"Washoe","SPARKS 7308","President and Vice President of the United States","BLANKENSHIP, DON","0"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","18"
"Washoe","SPARKS 7308","Court of Appeals Judge, Department 3","Bulla, Bonnie","10"
"Washoe","SPARKS 7308","Court of Appeals Judge, Department 3","BUSH, SUSAN","11"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","13"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","11"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","18"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department  9","Freeman, Scott N.","18"
"Washoe","SPARKS 7308","Supreme Court Justice, Seat D","FUMO, Ozzie","8"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department  2","Grossman, Dixie","18"
"Washoe","SPARKS 7308","U.S. Representative in Congress, District 2","HANSEN, JANINE","1"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department 15","HARDY, DAVID A.","17"
"Washoe","SPARKS 7308","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","9"
"Washoe","SPARKS 7308","State Assembly, District 30","HOFF, RANDY","9"
"Washoe","SPARKS 7308","President and Vice President of the United States","JORGENSEN, JO","0"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","19"
"Washoe","SPARKS 7308","School Board Trustee, District E","MONTOGNESE, MATTHEW","9"
"Washoe","SPARKS 7308","Supreme Court Justice, Seat B","None Of These Candidates","6"
"Washoe","SPARKS 7308","President and Vice President of the United States","None Of These Candidates","0"
"Washoe","SPARKS 7308","Supreme Court Justice, Seat D","None Of These Candidates","7"
"Washoe","SPARKS 7308","Court of Appeals Judge, Department 3","None Of These Candidates","4"
"Washoe","SPARKS 7308","Supreme Court Justice, Seat B","Pickering, Kristina","18"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","18"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","8"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","7"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","17"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","9"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","14"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","18"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","18"
"Washoe","SPARKS 7308","School Board Trustee, District E","TAYLOR, ANGIE","12"
"Washoe","SPARKS 7308","President and Vice President of the United States","TRUMP, DONALD J.","11"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","18"
"Washoe","SPARKS 7308","District Court Judge, District 2, Department  7","WALKER, EGAN K.","18"
"Washoe","SPARKS 7308","State Assembly, District 30","YOUNG, CHARLENE","0"
"Washoe","SPARKS 7309","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","6"
"Washoe","SPARKS 7309","U.S. Representative in Congress, District 2","Amodei, Mark E.","8"
"Washoe","SPARKS 7309","State Assembly, District 30","Anderson, Natha C.","5"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","14"
"Washoe","SPARKS 7309","President and Vice President of the United States","BIDEN, JOSEPH R.","5"
"Washoe","SPARKS 7309","President and Vice President of the United States","BLANKENSHIP, DON","0"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","15"
"Washoe","SPARKS 7309","Court of Appeals Judge, Department 3","Bulla, Bonnie","3"
"Washoe","SPARKS 7309","Court of Appeals Judge, Department 3","BUSH, SUSAN","9"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","6"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","4"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","14"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department  9","Freeman, Scott N.","14"
"Washoe","SPARKS 7309","Supreme Court Justice, Seat D","FUMO, Ozzie","4"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department  2","Grossman, Dixie","14"
"Washoe","SPARKS 7309","U.S. Representative in Congress, District 2","HANSEN, JANINE","1"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department 15","HARDY, DAVID A.","14"
"Washoe","SPARKS 7309","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","9"
"Washoe","SPARKS 7309","State Assembly, District 30","HOFF, RANDY","8"
"Washoe","SPARKS 7309","President and Vice President of the United States","JORGENSEN, JO","0"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","15"
"Washoe","SPARKS 7309","School Board Trustee, District E","MONTOGNESE, MATTHEW","5"
"Washoe","SPARKS 7309","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","4"
"Washoe","SPARKS 7309","President and Vice President of the United States","None Of These Candidates","0"
"Washoe","SPARKS 7309","Supreme Court Justice, Seat B","None Of These Candidates","1"
"Washoe","SPARKS 7309","Supreme Court Justice, Seat D","None Of These Candidates","1"
"Washoe","SPARKS 7309","Court of Appeals Judge, Department 3","None Of These Candidates","2"
"Washoe","SPARKS 7309","Supreme Court Justice, Seat B","Pickering, Kristina","12"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","14"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","9"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","4"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","14"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","10"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","10"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","14"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","14"
"Washoe","SPARKS 7309","School Board Trustee, District E","TAYLOR, ANGIE","9"
"Washoe","SPARKS 7309","President and Vice President of the United States","TRUMP, DONALD J.","10"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","14"
"Washoe","SPARKS 7309","District Court Judge, District 2, Department  7","WALKER, EGAN K.","14"
"Washoe","SPARKS 7309","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","11"
"Washoe","SPARKS 7309","State Assembly, District 30","YOUNG, CHARLENE","1"
"Washoe","SPARKS 7312","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","318"
"Washoe","SPARKS 7312","U.S. Representative in Congress, District 2","Amodei, Mark E.","264"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","470"
"Washoe","SPARKS 7312","State Assembly, District 27","Benitez-Thompson, Teresa","335"
"Washoe","SPARKS 7312","President and Vice President of the United States","BIDEN, JOSEPH R.","336"
"Washoe","SPARKS 7312","President and Vice President of the United States","BLANKENSHIP, DON","1"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","474"
"Washoe","SPARKS 7312","Court of Appeals Judge, Department 3","Bulla, Bonnie","202"
"Washoe","SPARKS 7312","Court of Appeals Judge, Department 3","BUSH, SUSAN","219"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","212"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","265"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","475"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department  9","Freeman, Scott N.","477"
"Washoe","SPARKS 7312","Supreme Court Justice, Seat D","FUMO, Ozzie","214"
"Washoe","SPARKS 7312","State Senate, District 15","Gansert, Heidi S.","270"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department  2","Grossman, Dixie","461"
"Washoe","SPARKS 7312","U.S. Representative in Congress, District 2","HANSEN, JANINE","19"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department 15","HARDY, DAVID A.","454"
"Washoe","SPARKS 7312","State Assembly, District 27","HAWN, BARB","259"
"Washoe","SPARKS 7312","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","243"
"Washoe","SPARKS 7312","State Senate, District 15","JAUREGUI-JACKINS, WENDY","328"
"Washoe","SPARKS 7312","President and Vice President of the United States","JORGENSEN, JO","5"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","456"
"Washoe","SPARKS 7312","Supreme Court Justice, Seat D","None Of These Candidates","109"
"Washoe","SPARKS 7312","Court of Appeals Judge, Department 3","None Of These Candidates","130"
"Washoe","SPARKS 7312","Supreme Court Justice, Seat B","None Of These Candidates","126"
"Washoe","SPARKS 7312","President and Vice President of the United States","None Of These Candidates","7"
"Washoe","SPARKS 7312","Supreme Court Justice, Seat B","Pickering, Kristina","423"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","460"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","301"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","211"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","453"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","238"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","313"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","469"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","462"
"Washoe","SPARKS 7312","President and Vice President of the United States","TRUMP, DONALD J.","272"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","439"
"Washoe","SPARKS 7312","District Court Judge, District 2, Department  7","WALKER, EGAN K.","459"
"Washoe","SPARKS 7313","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","89"
"Washoe","SPARKS 7313","U.S. Representative in Congress, District 2","Amodei, Mark E.","66"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","122"
"Washoe","SPARKS 7313","State Assembly, District 27","Benitez-Thompson, Teresa","99"
"Washoe","SPARKS 7313","President and Vice President of the United States","BIDEN, JOSEPH R.","93"
"Washoe","SPARKS 7313","President and Vice President of the United States","BLANKENSHIP, DON","1"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","127"
"Washoe","SPARKS 7313","Court of Appeals Judge, Department 3","Bulla, Bonnie","50"
"Washoe","SPARKS 7313","Court of Appeals Judge, Department 3","BUSH, SUSAN","57"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","60"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","73"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","130"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department  9","Freeman, Scott N.","131"
"Washoe","SPARKS 7313","Supreme Court Justice, Seat D","FUMO, Ozzie","61"
"Washoe","SPARKS 7313","State Senate, District 15","Gansert, Heidi S.","70"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department  2","Grossman, Dixie","119"
"Washoe","SPARKS 7313","U.S. Representative in Congress, District 2","HANSEN, JANINE","7"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department 15","HARDY, DAVID A.","118"
"Washoe","SPARKS 7313","State Assembly, District 27","HAWN, BARB","62"
"Washoe","SPARKS 7313","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","60"
"Washoe","SPARKS 7313","State Senate, District 15","JAUREGUI-JACKINS, WENDY","93"
"Washoe","SPARKS 7313","President and Vice President of the United States","JORGENSEN, JO","2"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","122"
"Washoe","SPARKS 7313","President and Vice President of the United States","None Of These Candidates","2"
"Washoe","SPARKS 7313","Supreme Court Justice, Seat B","None Of These Candidates","36"
"Washoe","SPARKS 7313","Supreme Court Justice, Seat D","None Of These Candidates","34"
"Washoe","SPARKS 7313","Court of Appeals Judge, Department 3","None Of These Candidates","42"
"Washoe","SPARKS 7313","Supreme Court Justice, Seat B","Pickering, Kristina","114"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","122"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","76"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","56"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","118"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","60"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","88"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","124"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","120"
"Washoe","SPARKS 7313","President and Vice President of the United States","TRUMP, DONALD J.","65"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","118"
"Washoe","SPARKS 7313","District Court Judge, District 2, Department  7","WALKER, EGAN K.","126"
"Washoe","SPARKS 7314","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","307"
"Washoe","SPARKS 7314","U.S. Representative in Congress, District 2","Amodei, Mark E.","283"
"Washoe","SPARKS 7314","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","469"
"Washoe","SPARKS 7314","State Assembly, District 27","Benitez-Thompson, Teresa","319"
"Washoe","SPARKS 7314","President and Vice President of the United States","BIDEN, JOSEPH R.","319"
